,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR
401,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,60670.0,5.9,27.31,56800.0,1.5,15.05,19.78,25.05,33.25,41.9,31310.0,41150.0,52100.0,69170.0,87160.0,,,2017
402,25-3020,Self-Enrichment Education Teachers,broad,238710.0,1.5,21.46,44630.0,0.8,9.71,12.79,18.48,26.91,37.1,20190.0,26610.0,38440.0,55970.0,77170.0,,,2017
403,25-3021,Self-Enrichment Education Teachers,detailed,238710.0,1.5,21.46,44630.0,0.8,9.71,12.79,18.48,26.91,37.1,20190.0,26610.0,38440.0,55970.0,77170.0,,,2017
404,25-3090,Miscellaneous Teachers and Instructors,broad,905550.0,1.0,17.65,36700.0,0.8,9.25,11.15,14.57,20.61,28.99,19240.0,23190.0,30310.0,42860.0,60310.0,,,2017
405,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,294240.0,1.4,*,47490.0,1.1,*,*,*,*,*,20700.0,26440.0,39710.0,60110.0,81510.0,TRUE,,2017
406,25-3098,Substitute Teachers,detailed,611310.0,1.4,15.15,31510.0,1.2,9.04,10.72,13.59,17.84,22.68,18810.0,22310.0,28270.0,37110.0,47180.0,,,2017
407,25-4000,"Librarians, Curators, and Archivists",minor,246760.0,1.0,24.3,50540.0,0.5,11.45,15.97,22.78,30.46,38.89,23810.0,33210.0,47380.0,63360.0,80900.0,,,2017
408,25-4010,"Archivists, Curators, and Museum Technicians",broad,29920.0,2.3,25.22,52450.0,1.0,12.62,16.75,22.77,30.9,41.03,26260.0,34840.0,47360.0,64280.0,85350.0,,,2017
409,25-4011,Archivists,detailed,6080.0,6.0,26.67,55470.0,1.5,14.97,18.07,24.88,33.36,43.13,31140.0,37590.0,51760.0,69380.0,89710.0,,,2017
410,25-4012,Curators,detailed,11550.0,2.9,28.28,58830.0,1.0,14.04,19.03,25.85,34.99,45.62,29210.0,39590.0,53770.0,72790.0,94880.0,,,2017
411,25-4013,Museum Technicians and Conservators,detailed,12290.0,3.0,21.62,44970.0,1.5,11.31,14.69,19.55,26.3,34.73,23520.0,30560.0,40670.0,54700.0,72240.0,,,2017
412,25-4020,Librarians,broad,126800.0,0.9,29.21,60760.0,0.4,16.49,21.97,28.14,35.56,44.05,34300.0,45690.0,58520.0,73970.0,91620.0,,,2017
413,25-4021,Librarians,detailed,126800.0,0.9,29.21,60760.0,0.4,16.49,21.97,28.14,35.56,44.05,34300.0,45690.0,58520.0,73970.0,91620.0,,,2017
414,25-4030,Library Technicians,broad,90030.0,1.5,17.07,35510.0,0.6,9.73,12.09,16.2,21.13,26.04,20240.0,25150.0,33690.0,43940.0,54170.0,,,2017
415,25-4031,Library Technicians,detailed,90030.0,1.5,17.07,35510.0,0.6,9.73,12.09,16.2,21.13,26.04,20240.0,25150.0,33690.0,43940.0,54170.0,,,2017
416,25-9000,"Other Education, Training, and Library Occupations",minor,1576000.0,0.5,*,33320.0,0.4,*,*,*,*,*,18790.0,21990.0,28320.0,37940.0,54900.0,TRUE,,2017
417,25-9010,Audio-Visual and Multimedia Collections Specialists,broad,10430.0,2.6,24.66,51290.0,1.0,12.94,17.19,23.36,31.02,38.44,26920.0,35740.0,48590.0,64510.0,79950.0,,,2017
418,25-9011,Audio-Visual and Multimedia Collections Specialists,detailed,10430.0,2.6,24.66,51290.0,1.0,12.94,17.19,23.36,31.02,38.44,26920.0,35740.0,48590.0,64510.0,79950.0,,,2017
419,25-9020,Farm and Home Management Advisors,broad,8450.0,5.6,25.11,52220.0,1.6,12.38,17.44,23.8,31.43,38.78,25750.0,36280.0,49510.0,65370.0,80660.0,,,2017
420,25-9021,Farm and Home Management Advisors,detailed,8450.0,5.6,25.11,52220.0,1.6,12.38,17.44,23.8,31.43,38.78,25750.0,36280.0,49510.0,65370.0,80660.0,,,2017
421,25-9030,Instructional Coordinators,broad,157490.0,1.6,32.06,66680.0,0.5,17.09,23.29,30.65,39.44,48.8,35550.0,48450.0,63750.0,82040.0,101500.0,,,2017
422,25-9031,Instructional Coordinators,detailed,157490.0,1.6,32.06,66680.0,0.5,17.09,23.29,30.65,39.44,48.8,35550.0,48450.0,63750.0,82040.0,101500.0,,,2017
423,25-9040,Teacher Assistants,broad,1299800.0,0.6,*,27950.0,0.4,*,*,*,*,*,18460.0,21170.0,26260.0,33190.0,39780.0,TRUE,,2017
424,25-9041,Teacher Assistants,detailed,1299800.0,0.6,*,27950.0,0.4,*,*,*,*,*,18460.0,21170.0,26260.0,33190.0,39780.0,TRUE,,2017
425,25-9090,"Miscellaneous Education, Training, and Library Workers",broad,99830.0,2.4,22.69,47200.0,1.4,10.37,14.47,20.74,28.32,37.95,21570.0,30100.0,43140.0,58910.0,78930.0,,,2017
426,25-9099,"Education, Training, and Library Workers, All Other",detailed,99830.0,2.4,22.69,47200.0,1.4,10.37,14.47,20.74,28.32,37.95,21570.0,30100.0,43140.0,58910.0,78930.0,,,2017
427,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1925140.0,0.5,28.34,58950.0,0.4,10.6,15.03,23.19,34.94,49.91,22040.0,31260.0,48230.0,72680.0,103810.0,,,2017
428,27-1000,Art and Design Workers,minor,597970.0,0.8,25.92,53910.0,0.5,10.95,14.64,21.75,32.38,46.22,22770.0,30450.0,45250.0,67340.0,96150.0,,,2017
429,27-1010,Artists and Related Workers,broad,90940.0,2.0,39.85,82900.0,0.7,16.5,24.56,35.62,49.56,68.19,34320.0,51090.0,74090.0,103090.0,141840.0,,,2017
430,27-1011,Art Directors,detailed,38110.0,2.3,49.76,103510.0,0.7,24.58,32.27,44.47,60.76,81.84,51130.0,67110.0,92500.0,126390.0,170230.0,,,2017
431,27-1012,Craft Artists,detailed,4730.0,7.2,19.8,41180.0,2.5,9.76,12.38,16.8,24.21,34.45,20300.0,25740.0,34940.0,50360.0,71650.0,,,2017
432,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,11230.0,5.1,27.66,57520.0,2.5,10.38,15.83,23.81,33.71,49.3,21590.0,32920.0,49520.0,70120.0,102540.0,,,2017
433,27-1014,Multimedia Artists and Animators,detailed,29860.0,3.8,36.81,76560.0,1.4,18.91,25.2,33.91,45.95,59.17,39330.0,52410.0,70530.0,95570.0,123060.0,,,2017
434,27-1019,"Artists and Related Workers, All Other",detailed,7010.0,7.7,32.01,66590.0,3.3,14.23,19.36,30.55,43.44,51.44,29600.0,40270.0,63540.0,90350.0,107000.0,,,2017
435,27-1020,Designers,broad,507030.0,0.9,23.42,48720.0,0.5,10.69,13.9,19.94,29.34,39.84,22240.0,28910.0,41480.0,61030.0,82880.0,,,2017
436,27-1021,Commercial and Industrial Designers,detailed,31250.0,3.9,33.91,70540.0,1.2,17.51,23.75,31.72,42.03,51.42,36430.0,49400.0,65970.0,87410.0,106950.0,,,2017
437,27-1022,Fashion Designers,detailed,18940.0,3.9,37.92,78870.0,1.5,16.3,22.43,32.41,46.77,65.14,33910.0,46650.0,67420.0,97290.0,135490.0,,,2017
438,27-1023,Floral Designers,detailed,43470.0,2.9,13.57,28220.0,0.7,9.17,10.51,12.67,15.9,19.01,19080.0,21850.0,26350.0,33070.0,39540.0,,,2017
439,27-1024,Graphic Designers,detailed,217170.0,1.0,25.62,53280.0,0.4,13.73,17.46,23.41,30.98,39.97,28560.0,36320.0,48700.0,64430.0,83140.0,,,2017
440,27-1025,Interior Designers,detailed,56070.0,2.6,27.99,58210.0,1.4,13.1,18.12,24.76,34.0,45.09,27240.0,37690.0,51500.0,70720.0,93780.0,,,2017
441,27-1026,Merchandise Displayers and Window Trimmers,detailed,120870.0,2.5,14.88,30940.0,0.8,9.56,10.82,13.31,17.25,22.81,19890.0,22500.0,27680.0,35870.0,47450.0,,,2017
442,27-1027,Set and Exhibit Designers,detailed,11490.0,4.4,28.65,59590.0,1.5,13.95,19.09,25.52,35.81,47.34,29010.0,39710.0,53090.0,74480.0,98470.0,,,2017
443,27-1029,"Designers, All Other",detailed,7770.0,5.0,31.92,66400.0,2.7,11.02,16.7,26.89,40.86,60.8,22910.0,34750.0,55930.0,84990.0,126460.0,,,2017
444,27-2000,"Entertainers and Performers, Sports and Related Workers",minor,508410.0,1.2,28.78,59860.0,1.0,9.29,12.02,20.2,33.76,57.55,19330.0,25000.0,42010.0,70230.0,119710.0,,,2017
445,27-2010,"Actors, Producers, and Directors",broad,161000.0,2.1,40.74,84740.0,1.4,11.52,18.49,30.17,49.95,79.98,23960.0,38470.0,62760.0,103890.0,166360.0,,,2017
446,27-2011,Actors,detailed,43470.0,6.1,32.89,*,3.8,8.97,11.01,17.49,33.59,89.08,*,*,*,*,*,,TRUE,2017
447,27-2012,Producers and Directors,detailed,117520.0,1.9,43.64,90770.0,1.3,16.22,23.16,34.43,53.49,78.99,33730.0,48170.0,71620.0,111270.0,164290.0,,,2017
448,27-2020,"Athletes, Coaches, Umpires, and Related Workers",broad,265160.0,1.4,*,43940.0,1.0,*,*,*,*,*,18660.0,22060.0,32200.0,51230.0,77410.0,TRUE,,2017
449,27-2021,Athletes and Sports Competitors,detailed,11150.0,5.6,*,88300.0,4.5,*,*,*,*,*,19220.0,26390.0,51370.0,102940.0,#,TRUE,,2017
450,27-2022,Coaches and Scouts,detailed,235400.0,1.5,*,42540.0,0.9,*,*,*,*,*,18670.0,22180.0,32270.0,51010.0,75400.0,TRUE,,2017
451,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,18610.0,4.0,*,35080.0,5.0,*,*,*,*,*,18360.0,20440.0,26800.0,40360.0,56100.0,TRUE,,2017
452,27-2030,Dancers and Choreographers,broad,15240.0,5.7,20.41,42450.0,2.7,8.99,10.03,17.15,26.55,37.82,18690.0,20870.0,35680.0,55230.0,78670.0,,,2017
453,27-2031,Dancers,detailed,9930.0,7.3,17.7,*,3.2,8.74,9.66,14.25,22.41,30.95,*,*,*,*,*,,TRUE,2017
454,27-2032,Choreographers,detailed,5310.0,8.5,25.47,52970.0,3.4,10.26,15.24,23.28,32.21,44.48,21340.0,31700.0,48420.0,67000.0,92520.0,,,2017
455,27-2040,"Musicians, Singers, and Related Workers",broad,55570.0,2.4,34.11,*,2.0,9.71,15.99,25.95,43.58,64.7,*,*,*,*,*,,TRUE,2017
456,27-2041,Music Directors and Composers,detailed,15400.0,3.2,29.56,61490.0,2.8,10.1,16.49,24.32,34.3,52.55,21010.0,34290.0,50590.0,71350.0,109300.0,,,2017
457,27-2042,Musicians and Singers,detailed,40170.0,3.1,35.86,*,2.4,9.7,15.74,26.96,47.9,69.81,*,*,*,*,*,,TRUE,2017
458,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",broad,11440.0,17.7,23.15,*,3.0,9.39,11.37,17.09,26.97,42.83,*,*,*,*,*,,TRUE,2017
459,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,11440.0,17.7,23.15,*,3.0,9.39,11.37,17.09,26.97,42.83,*,*,*,*,*,,TRUE,2017
460,27-3000,Media and Communication Workers,minor,581520.0,0.7,31.07,64620.0,0.4,13.27,18.86,27.09,37.79,51.63,27590.0,39230.0,56340.0,78600.0,107400.0,,,2017
461,27-3010,Announcers,broad,36500.0,2.4,22.29,46350.0,1.7,9.0,10.71,15.15,23.94,39.9,18710.0,22280.0,31500.0,49790.0,82980.0,,,2017
462,27-3011,Radio and Television Announcers,detailed,28580.0,2.6,22.9,47630.0,1.7,9.06,10.92,15.6,24.14,40.15,18840.0,22710.0,32450.0,50210.0,83520.0,,,2017
463,27-3012,Public Address System and Other Announcers,detailed,7920.0,6.2,20.07,41740.0,5.4,8.81,10.18,13.67,22.99,39.14,18330.0,21170.0,28440.0,47820.0,81410.0,,,2017
464,27-3020,"News Analysts, Reporters and Correspondents",broad,44480.0,2.5,27.04,56250.0,1.5,11.21,14.16,19.67,32.27,47.97,23320.0,29460.0,40910.0,67130.0,99770.0,,,2017
465,27-3021,Broadcast News Analysts,detailed,5700.0,8.2,42.43,88250.0,3.1,12.75,17.33,30.24,49.95,94.0,26510.0,36050.0,62910.0,103900.0,195520.0,,,2017
466,27-3022,Reporters and Correspondents,detailed,38790.0,2.5,24.79,51550.0,1.6,11.04,13.91,18.93,30.05,43.53,22970.0,28930.0,39370.0,62500.0,90540.0,,,2017
467,27-3030,Public Relations Specialists,broad,233730.0,1.0,32.69,67990.0,0.5,15.79,20.94,28.51,38.92,53.97,32840.0,43550.0,59300.0,80940.0,112260.0,,,2017
468,27-3031,Public Relations Specialists,detailed,233730.0,1.0,32.69,67990.0,0.5,15.79,20.94,28.51,38.92,53.97,32840.0,43550.0,59300.0,80940.0,112260.0,,,2017
469,27-3040,Writers and Editors,broad,192160.0,1.1,34.02,70760.0,0.6,15.85,21.87,30.15,40.76,55.38,32970.0,45500.0,62720.0,84780.0,115190.0,,,2017
470,27-3041,Editors,detailed,96890.0,1.6,32.8,68230.0,0.8,14.82,20.16,28.25,38.92,55.03,30830.0,41930.0,58770.0,80950.0,114460.0,,,2017
471,27-3042,Technical Writers,detailed,49960.0,1.9,35.79,74440.0,0.6,20.39,26.34,34.1,43.77,54.71,42410.0,54780.0,70930.0,91050.0,113810.0,,,2017
472,27-3043,Writers and Authors,detailed,45300.0,1.9,34.67,72120.0,1.2,14.67,21.3,29.72,40.48,57.1,30520.0,44310.0,61820.0,84190.0,118760.0,,,2017
473,27-3090,Miscellaneous Media and Communication Workers,broad,74650.0,2.7,25.09,52190.0,1.2,12.09,16.27,22.77,30.79,41.4,25150.0,33840.0,47360.0,64050.0,86100.0,,,2017
474,27-3091,Interpreters and Translators,detailed,53150.0,3.2,24.9,51790.0,1.4,12.32,16.65,22.69,30.38,39.56,25620.0,34620.0,47190.0,63180.0,82290.0,,,2017
475,27-3099,"Media and Communication Workers, All Other",detailed,21510.0,5.1,25.56,53160.0,1.9,11.51,15.02,23.03,32.59,44.66,23940.0,31250.0,47900.0,67790.0,92890.0,,,2017
476,27-4000,Media and Communication Equipment Workers,minor,237240.0,1.4,26.82,55780.0,1.4,10.74,14.7,21.91,33.37,47.18,22350.0,30570.0,45570.0,69410.0,98130.0,,,2017
477,27-4010,Broadcast and Sound Engineering Technicians and Radio Operators,broad,117270.0,2.1,23.88,49660.0,0.9,11.13,14.88,20.51,29.67,40.94,23150.0,30950.0,42660.0,61720.0,85160.0,,,2017
478,27-4011,Audio and Video Equipment Technicians,detailed,72740.0,2.2,22.85,47530.0,0.8,11.88,15.29,20.28,28.39,37.77,24710.0,31800.0,42190.0,59060.0,78570.0,,,2017
479,27-4012,Broadcast Technicians,detailed,30390.0,5.0,22.47,46730.0,1.5,9.89,12.88,18.78,29.68,40.27,20570.0,26790.0,39060.0,61740.0,83760.0,,,2017
480,27-4013,Radio Operators,detailed,770.0,6.5,21.39,44490.0,2.7,10.19,14.25,21.31,27.91,32.29,21190.0,29640.0,44330.0,58060.0,67160.0,,,2017
481,27-4014,Sound Engineering Technicians,detailed,13370.0,4.3,32.78,68180.0,2.4,12.44,17.41,26.83,42.87,60.21,25880.0,36220.0,55810.0,89160.0,125230.0,,,2017
482,27-4020,Photographers,broad,49320.0,2.0,20.17,41940.0,1.9,9.33,11.15,15.62,24.43,36.09,19400.0,23190.0,32490.0,50820.0,75080.0,,,2017
483,27-4021,Photographers,detailed,49320.0,2.0,20.17,41940.0,1.9,9.33,11.15,15.62,24.43,36.09,19400.0,23190.0,32490.0,50820.0,75080.0,,,2017
484,27-4030,"Television, Video, and Motion Picture Camera Operators and Editors",broad,51630.0,2.9,36.01,74890.0,2.9,13.5,18.83,27.99,41.09,68.04,28070.0,39170.0,58210.0,85470.0,141520.0,,,2017
485,27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,20860.0,3.1,29.58,61530.0,2.0,12.3,17.56,25.74,37.01,49.51,25580.0,36530.0,53550.0,76980.0,102980.0,,,2017
486,27-4032,Film and Video Editors,detailed,30770.0,4.1,40.36,83950.0,3.7,14.44,19.93,29.41,46.8,78.57,30040.0,41460.0,61180.0,97340.0,163440.0,,,2017
487,27-4090,Miscellaneous Media and Communication Equipment Workers,broad,19030.0,5.0,37.27,77520.0,1.2,15.82,27.05,38.22,46.92,56.21,32900.0,56270.0,79500.0,97580.0,116910.0,,,2017
488,27-4099,"Media and Communication Equipment Workers, All Other",detailed,19030.0,5.0,37.27,77520.0,1.2,15.82,27.05,38.22,46.92,56.21,32900.0,56270.0,79500.0,97580.0,116910.0,,,2017
489,29-0000,Healthcare Practitioners and Technical Occupations,major,8506740.0,0.3,38.83,80760.0,0.2,15.86,22.28,31.14,44.79,66.29,32990.0,46340.0,64770.0,93160.0,137890.0,,,2017
490,29-1000,Health Diagnosing and Treating Practitioners,minor,5269630.0,0.4,48.45,100780.0,0.3,24.38,29.35,38.21,54.54,86.62,50700.0,61040.0,79480.0,113450.0,180170.0,,,2017
491,29-1010,Chiropractors,broad,33630.0,2.5,40.07,83350.0,1.9,16.61,24.54,33.0,47.13,69.58,34550.0,51040.0,68640.0,98040.0,144730.0,,,2017
492,29-1011,Chiropractors,detailed,33630.0,2.5,40.07,83350.0,1.9,16.61,24.54,33.0,47.13,69.58,34550.0,51040.0,68640.0,98040.0,144730.0,,,2017
493,29-1020,Dentists,broad,125300.0,1.6,86.54,180010.0,1.1,33.65,51.21,76.02,#,#,70000.0,106520.0,158120.0,#,#,,,2017
494,29-1021,"Dentists, General",detailed,110400.0,1.9,83.71,174110.0,1.2,33.28,50.38,72.81,#,#,69210.0,104800.0,151440.0,#,#,,,2017
495,29-1022,Oral and Maxillofacial Surgeons,detailed,4800.0,9.8,116.7,242740.0,3.7,32.73,84.47,#,#,#,68070.0,175690.0,#,#,#,,,2017
496,29-1023,Orthodontists,detailed,5080.0,8.5,110.28,229380.0,3.7,37.68,70.89,#,#,#,78370.0,147450.0,#,#,#,,,2017
497,29-1024,Prosthodontists,detailed,430.0,29.5,94.69,196960.0,13.3,46.26,57.14,89.02,#,#,96220.0,118850.0,185150.0,#,#,,,2017
498,29-1029,"Dentists, All Other Specialists",detailed,4590.0,10.4,96.15,199980.0,4.1,41.26,67.33,91.75,#,#,85810.0,140050.0,190840.0,#,#,,,2017
499,29-1030,Dietitians and Nutritionists,broad,62980.0,1.2,28.92,60150.0,0.4,17.74,22.94,28.56,34.85,39.94,36910.0,47720.0,59410.0,72490.0,83070.0,,,2017
500,29-1031,Dietitians and Nutritionists,detailed,62980.0,1.2,28.92,60150.0,0.4,17.74,22.94,28.56,34.85,39.94,36910.0,47720.0,59410.0,72490.0,83070.0,,,2017
501,29-1040,Optometrists,broad,37240.0,2.4,57.26,119100.0,1.2,25.84,40.12,53.03,65.51,91.39,53740.0,83460.0,110300.0,136270.0,190090.0,,,2017
502,29-1041,Optometrists,detailed,37240.0,2.4,57.26,119100.0,1.2,25.84,40.12,53.03,65.51,91.39,53740.0,83460.0,110300.0,136270.0,190090.0,,,2017
503,29-1050,Pharmacists,broad,309330.0,0.9,58.52,121710.0,0.3,42.03,53.04,59.7,68.61,76.64,87420.0,110310.0,124170.0,142710.0,159410.0,,,2017
504,29-1051,Pharmacists,detailed,309330.0,0.9,58.52,121710.0,0.3,42.03,53.04,59.7,68.61,76.64,87420.0,110310.0,124170.0,142710.0,159410.0,,,2017
505,29-1060,Physicians and Surgeons,broad,666490.0,1.2,103.22,214700.0,0.6,30.24,65.39,#,#,#,62900.0,136020.0,#,#,#,,,2017
506,29-1061,Anesthesiologists,detailed,30590.0,5.3,127.88,265990.0,1.6,59.42,#,#,#,#,123580.0,#,#,#,#,,,2017
507,29-1062,Family and General Practitioners,detailed,126440.0,2.0,100.27,208560.0,1.0,35.21,66.39,95.55,#,#,73240.0,138100.0,198740.0,#,#,,,2017
508,29-1063,"Internists, General",detailed,42280.0,3.5,95.37,198370.0,2.5,28.25,52.54,92.75,#,#,58770.0,109280.0,192930.0,#,#,,,2017
509,29-1064,Obstetricians and Gynecologists,detailed,18880.0,4.0,113.1,235240.0,1.4,44.81,80.32,#,#,#,93200.0,167050.0,#,#,#,,,2017
510,29-1065,"Pediatricians, General",detailed,28990.0,5.1,90.16,187540.0,1.4,39.74,63.37,83.0,#,#,82670.0,131810.0,172650.0,#,#,,,2017
511,29-1066,Psychiatrists,detailed,25250.0,3.3,103.89,216090.0,1.6,34.41,68.97,#,#,#,71560.0,143450.0,#,#,#,,,2017
512,29-1067,Surgeons,detailed,38600.0,3.3,121.1,251890.0,1.3,42.48,93.8,#,#,#,88360.0,195110.0,#,#,#,,,2017
513,29-1069,"Physicians and Surgeons, All Other",detailed,355460.0,1.6,101.63,211390.0,0.8,29.04,60.24,#,#,#,60390.0,125310.0,#,#,#,,,2017
514,29-1070,Physician Assistants,broad,109220.0,1.4,50.37,104760.0,0.4,32.01,42.3,50.41,59.71,70.32,66590.0,87980.0,104860.0,124200.0,146260.0,,,2017
515,29-1071,Physician Assistants,detailed,109220.0,1.4,50.37,104760.0,0.4,32.01,42.3,50.41,59.71,70.32,66590.0,87980.0,104860.0,124200.0,146260.0,,,2017
516,29-1080,Podiatrists,broad,9670.0,3.2,71.38,148470.0,2.2,24.49,39.99,61.41,91.54,#,50930.0,83180.0,127740.0,190400.0,#,,,2017
517,29-1081,Podiatrists,detailed,9670.0,3.2,71.38,148470.0,2.2,24.49,39.99,61.41,91.54,#,50930.0,83180.0,127740.0,190400.0,#,,,2017
518,29-1120,Therapists,broad,676140.0,0.7,37.86,78740.0,0.2,22.62,28.72,36.79,46.08,55.74,47050.0,59740.0,76530.0,95840.0,115930.0,,,2017
519,29-1122,Occupational Therapists,detailed,126050.0,1.2,40.69,84640.0,0.4,26.23,32.68,40.0,48.23,57.91,54560.0,67970.0,83200.0,100320.0,120440.0,,,2017
520,29-1123,Physical Therapists,detailed,225420.0,1.1,42.34,88080.0,0.3,28.4,34.46,41.76,48.94,58.97,59080.0,71670.0,86850.0,101790.0,122650.0,,,2017
521,29-1124,Radiation Therapists,detailed,17250.0,2.9,40.96,85190.0,0.6,26.7,31.92,38.73,48.57,59.14,55530.0,66400.0,80570.0,101030.0,123020.0,,,2017
522,29-1125,Recreational Therapists,detailed,18490.0,2.6,23.88,49670.0,0.7,14.21,17.78,22.92,29.37,35.68,29570.0,36970.0,47680.0,61090.0,74210.0,,,2017
523,29-1126,Respiratory Therapists,detailed,128250.0,1.2,29.72,61810.0,0.3,20.73,24.3,28.71,34.71,39.92,43120.0,50540.0,59710.0,72200.0,83030.0,,,2017
524,29-1127,Speech-Language Pathologists,detailed,142360.0,1.2,38.35,79770.0,0.5,23.48,28.94,36.83,46.62,57.17,48830.0,60200.0,76610.0,96980.0,118910.0,,,2017
525,29-1128,Exercise Physiologists,detailed,6300.0,3.5,26.31,54730.0,2.0,16.47,19.57,23.6,29.73,37.7,34250.0,40700.0,49090.0,61840.0,78410.0,,,2017
526,29-1129,"Therapists, All Other",detailed,12020.0,5.6,28.02,58290.0,1.8,15.61,19.09,25.89,34.39,45.74,32470.0,39700.0,53850.0,71540.0,95130.0,,,2017
527,29-1130,Veterinarians,broad,69370.0,1.5,48.81,101530.0,1.1,25.95,34.04,43.47,57.02,76.6,53980.0,70810.0,90420.0,118600.0,159320.0,,,2017
528,29-1131,Veterinarians,detailed,69370.0,1.5,48.81,101530.0,1.1,25.95,34.04,43.47,57.02,76.6,53980.0,70810.0,90420.0,118600.0,159320.0,,,2017
529,29-1140,Registered Nurses,broad,2906840.0,0.5,35.36,73550.0,0.2,23.41,27.57,33.65,41.33,50.05,48690.0,57340.0,70000.0,85960.0,104100.0,,,2017
530,29-1141,Registered Nurses,detailed,2906840.0,0.5,35.36,73550.0,0.2,23.41,27.57,33.65,41.33,50.05,48690.0,57340.0,70000.0,85960.0,104100.0,,,2017
531,29-1150,Nurse Anesthetists,broad,42620.0,3.5,81.47,169450.0,0.9,53.13,67.67,79.38,93.75,#,110520.0,140750.0,165120.0,194990.0,#,,,2017
532,29-1151,Nurse Anesthetists,detailed,42620.0,3.5,81.47,169450.0,0.9,53.13,67.67,79.38,93.75,#,110520.0,140750.0,165120.0,194990.0,#,,,2017
533,29-1160,Nurse Midwives,broad,6530.0,5.2,49.83,103640.0,1.3,31.97,41.62,48.36,58.09,69.07,66500.0,86570.0,100590.0,120830.0,143650.0,,,2017
534,29-1161,Nurse Midwives,detailed,6530.0,5.2,49.83,103640.0,1.3,31.97,41.62,48.36,58.09,69.07,66500.0,86570.0,100590.0,120830.0,143650.0,,,2017
535,29-1170,Nurse Practitioners,broad,166280.0,1.3,51.68,107480.0,0.4,35.98,42.7,49.94,59.17,70.01,74840.0,88810.0,103880.0,123070.0,145630.0,,,2017
536,29-1171,Nurse Practitioners,detailed,166280.0,1.3,51.68,107480.0,0.4,35.98,42.7,49.94,59.17,70.01,74840.0,88810.0,103880.0,123070.0,145630.0,,,2017
537,29-1180,Audiologists,broad,12020.0,4.5,38.48,80040.0,1.5,24.67,29.99,36.5,45.0,53.44,51300.0,62370.0,75920.0,93590.0,111150.0,,,2017
538,29-1181,Audiologists,detailed,12020.0,4.5,38.48,80040.0,1.5,24.67,29.99,36.5,45.0,53.44,51300.0,62370.0,75920.0,93590.0,111150.0,,,2017
539,29-1190,Miscellaneous Health Diagnosing and Treating Practitioners,broad,35970.0,2.3,40.49,84210.0,1.4,19.76,26.71,35.49,51.73,66.43,41100.0,55560.0,73830.0,107610.0,138160.0,,,2017
540,29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,35970.0,2.3,40.49,84210.0,1.4,19.76,26.71,35.49,51.73,66.43,41100.0,55560.0,73830.0,107610.0,138160.0,,,2017
541,29-2000,Health Technologists and Technicians,minor,3075910.0,0.4,22.74,47310.0,0.2,12.53,15.91,20.95,28.03,36.37,26070.0,33100.0,43590.0,58300.0,75660.0,,,2017
542,29-2010,Clinical Laboratory Technologists and Technicians,detailed,322380.0,1.2,25.59,53230.0,0.3,14.25,18.23,24.89,31.54,38.24,29640.0,37910.0,51770.0,65600.0,79530.0,,,2017
543,29-2010,Clinical Laboratory Technologists and Technicians,broad,322380.0,1.2,25.59,53230.0,0.3,14.25,18.23,24.89,31.54,38.24,29640.0,37910.0,51770.0,65600.0,79530.0,,,2017
544,29-2020,Dental Hygienists,broad,211600.0,1.2,35.91,74680.0,0.5,24.61,29.44,35.61,42.7,48.72,51180.0,61230.0,74070.0,88820.0,101330.0,,,2017
545,29-2021,Dental Hygienists,detailed,211600.0,1.2,35.91,74680.0,0.5,24.61,29.44,35.61,42.7,48.72,51180.0,61230.0,74070.0,88820.0,101330.0,,,2017
546,29-2030,Diagnostic Related Technologists and Technicians,broad,382500.0,0.7,30.79,64040.0,0.3,18.83,23.96,29.98,37.01,44.83,39160.0,49830.0,62350.0,76970.0,93240.0,,,2017
547,29-2031,Cardiovascular Technologists and Technicians,detailed,56130.0,1.4,27.52,57250.0,0.6,13.79,17.86,26.57,35.39,43.64,28680.0,37140.0,55270.0,73610.0,90760.0,,,2017
548,29-2032,Diagnostic Medical Sonographers,detailed,68750.0,1.2,35.19,73200.0,0.5,24.4,28.42,34.33,40.53,48.0,50760.0,59110.0,71410.0,84300.0,99840.0,,,2017
549,29-2033,Nuclear Medicine Technologists,detailed,18930.0,1.4,37.33,77660.0,0.4,26.16,31.08,36.38,43.54,49.84,54410.0,64640.0,75660.0,90550.0,103660.0,,,2017
550,29-2034,Radiologic Technologists,detailed,201200.0,0.8,29.0,60320.0,0.3,19.15,22.78,28.1,34.52,40.44,39840.0,47380.0,58440.0,71810.0,84110.0,,,2017
